"","WQ_Station_Name","River.Type","River.Name","Date","pH","DO","BOD","COD","SS","TN","TP","TOC","WT","EC","DTN","NH3N","NO3N","DTP","PO4P","Chlorophyll"
"11636","T2","T","NS",2015-01-13,7.7,12.5,0.4,2.4,3.8,4.608,0.039,1.2,2.4,255,4.563,0.106,4.062,0.032,0.031,1.2
"11637","M9","M","ND",2015-01-13,7.9,15.7,1.8,5.6,4.4,3.136,0.012,2.6,3,296,3.002,0.249,2.599,0.01,0.009,17.3
"11638","M12","M","ND",2015-01-13,8.1,14.9,1.7,5.8,3.4,4.863,0.032,4.2,3.1,434,4.22,0.073,3.596,0.013,0.003,9.8
"11639","T1","T","BB",2015-01-13,7.7,13,1.5,6,2.6,1.789,0.018,4.4,4.5,180,1.763,0.023,1.387,0.01,0.007,1.7
"11640","M6","M","ND",2015-01-13,7.7,15.1,1,4.4,2,2.861,0.01,2.2,3,248,2.824,0.143,2.473,0.009,0.008,3.8
"11641","M15","M","ND",2015-01-13,8.6,14.6,1,4.4,2.8,3.318,0.024,2.2,3.3,366,3.112,0.075,2.52,0.007,0,10.9
"11642","M4","M","ND",2015-01-13,7.9,15,1.1,4,1.6,2.762,0.009,2.3,3,236,2.714,0.127,2.342,0.007,0.006,1.7
"11643","M5","M","ND",2015-01-13,7.6,14.5,1.1,4.6,3.8,2.949,0.017,2.9,3.1,230,2.895,0.024,2.573,0.008,0.005,4
"11644","M8","M","ND",2015-01-13,8.5,14.5,1.6,5,3.4,3.531,0.014,2.4,4,328,3.464,0.248,2.882,0.009,0.008,15.6
"11645","M13","M","ND",2015-01-13,8.2,13.2,1.4,4.8,2.6,3.56,0.023,3.3,3.5,358,3.445,0.056,2.94,0.011,0.005,4.6
"11646","T5b","T","WE",2015-01-13,7.6,14.4,0.8,4.3,1,4.07,0.01,2.8,2.9,325,3.953,0.109,3.534,0.007,0.007,1.1
"11647","T8b","T","HO",2015-01-13,7.7,15.3,1.2,3,1.6,3.271,0.014,2.3,6.4,278,3.207,0.028,2.858,0.008,NA,2.1
"11648","T6a","T","GM",2015-01-13,7.7,12.2,2,4.2,5.4,4.92,0.079,2.8,7.8,324,NA,NA,NA,NA,NA,3.8
"11649","T9a","T","HG",2015-01-13,7.7,14.6,1.2,2.8,14,1.962,0.038,1.8,4.1,116,1.918,0.021,1.311,0.034,0.024,4.5
"11650","M10","M","ND",2015-01-14,8,15,2.7,6.4,4.4,4.168,0.018,2.9,3,405,4.017,0.295,3.242,0.009,0.008,16.9
"11651","M11","M","ND",2015-01-14,7.8,15.5,2.7,6.6,5,4.579,0.017,3.1,3,445,4.514,0.286,3.657,0.01,0.009,18
"11652","T8a","T","HO",2015-01-14,7.9,13.6,1.7,3.4,3.6,3.265,0.008,1.3,4,272,3.209,0.201,2.76,0.007,0.006,7.6
"11653","T10a","T","NG",2015-01-15,7.9,12.5,2.8,3.8,4,3.375,0.031,2.5,6,222,NA,NA,NA,NA,NA,6.5
"11654","T11a","T","MR",2015-01-15,8.1,14.6,2,2.1,1.8,2.81,0.059,1.5,4.3,227,2.593,0.062,1.825,0.035,0.011,2.3
"11655","T6b","T","GM",2015-01-19,7.5,14.1,0.8,3.3,5.2,4.677,0.051,2,5.8,286,4.527,0.559,3.786,0.035,0.031,4
"11656","T10b","T","NG",2015-01-19,7.7,15.4,1.8,3.6,3,4.423,0.029,2.3,4.9,231,3.684,0.266,2.33,0.01,0.003,7.4
"11657","T2","T","NS",2015-01-19,7.5,14.6,0.5,2.3,2.6,4.97,0.041,1.1,3.2,265,4.873,0.11,4.412,0.035,0.031,1.3
"11658","T1","T","BB",2015-01-19,7.9,14.8,1,5.3,2.6,2.14,0.016,3.6,3.6,186,2.096,0.029,1.723,0.01,0.006,2
"11659","M5","M","ND",2015-01-19,7.5,15.2,1,4.1,2,2.907,0.017,2.8,3.1,229,2.877,0.031,2.566,0.008,NA,3.3
"11660","M1","M","ND",2015-01-19,8,10.8,0.6,3.2,1.8,1.894,0.005,2,6,184,1.841,0.093,1.462,0.002,0.001,3.5
"11661","M2","M","ND",2015-01-19,8.5,12.4,0.8,4.4,2.8,2.105,0.012,2.1,6,184,2.026,0.153,1.689,0.009,0.008,2.9
"11662","M13","M","ND",2015-01-19,7.8,15.5,1.6,5,3,4.506,0.027,3.5,4.4,377,3.958,0.08,3.165,0.01,NA,7
"11663","T5b","T","WE",2015-01-19,7.6,15.7,1.5,4.8,1.8,3.057,0.023,3,3.3,224,2.996,0.02,2.558,0.009,NA,11.3
"11664","T6a","T","GM",2015-01-19,7.5,13.6,0.8,3.6,8.2,4.114,0.061,2.1,6.2,253,NA,NA,NA,NA,NA,5
"11665","T7b","T","KH",2015-01-20,7.9,15,2.2,7,6.8,6.582,0.074,4.8,5.1,561,6.453,1.093,4.683,0.032,0.014,16.2
"11666","M14","M","ND",2015-01-20,8.2,13.7,1.4,5.4,7,3.401,0.032,2.4,3.9,337,3.318,0.08,2.49,0.019,0.008,6.3
"11667","M9","M","ND",2015-01-20,8,13.5,1.8,5.2,2.4,4.07,0.011,NA,4,321,4.041,0.265,2.672,0.01,0.009,14.4
"11668","M12","M","ND",2015-01-20,8,14.3,1.9,6.2,4.6,5.594,0.034,4.2,4.2,445,4.702,0.133,3.928,0.013,NA,16.1
"11669","T11b","T","MR",2015-01-20,7.5,13.6,1.2,3.7,3.2,3.083,0.043,2.2,6,315,2.946,0.276,2.208,0.014,0.006,4.8
"11670","T4","T","BS",2015-01-20,7.8,14,1.3,3.5,2,4.844,0.041,2.3,6.9,269,4.749,0.337,3.017,0.028,0.021,5.5
"11671","M15","M","ND",2015-01-20,8.6,14.5,1.4,4.6,4,3.252,0.032,2.4,4,386,3.243,0.043,2.51,0.014,0.004,11.3
"11672","M8","M","ND",2015-01-20,8,13.4,1.5,5,4.2,4.21,0.014,2.7,3,304,4.122,0.187,2.819,0.009,0.008,15.3
"11673","T9b","T","HG",2015-01-20,7.9,13.2,0.6,4.3,70,1.742,0.063,1.8,5.1,120,1.707,0.026,1.475,0.01,0.004,7.5
"11674","T8b","T","HO",2015-01-20,8,15.4,0.7,3.2,1.4,2.88,0.014,1.8,6.6,274,2.871,0.032,2.637,0.007,NA,2.6
"11675","M7","M","ND",2015-01-20,7.8,15.3,1.1,4.8,3.2,4.65,0.027,3.2,3.9,301,4.146,0.07,2.997,0.012,NA,11.6
"11676","M10","M","ND",2015-01-21,7.9,16,2.4,5.8,3.4,4.952,0.015,3,4,395,4.661,0.295,3.247,0.01,0.008,15.3
"11677","T10a","T","NG",2015-01-21,7.8,12.7,1.4,3.9,2.2,3.357,0.031,2.4,4.5,215,NA,NA,NA,NA,NA,6.5
"11678","M11","M","ND",2015-01-21,7.9,15.1,2.2,6,2.6,5.367,0.013,NA,4,375,5.362,0.4,3.674,0.012,0.01,15.8
"11679","T11b","T","MR",2015-01-26,7.2,15.2,2,3.6,4.2,2.615,0.046,2,6.4,305,2.472,0.201,2.243,0.017,0.007,6.6
"11680","T4","T","BS",2015-01-26,7.3,14.7,1.8,4.2,8.2,3.494,0.059,2.8,5.8,242,3.184,0.54,2.498,0.032,0.021,10.2
"11681","M1","M","ND",2015-01-26,7.9,13.4,0.5,3.2,1.2,2.757,0.004,1.9,6,180,2.685,0.165,1.647,0.003,0.002,2.3
"11682","M2","M","ND",2015-01-26,8,14.3,0.8,4.6,3.2,2.751,0.008,2.5,6,197,2.662,0.187,1.804,0.006,0.005,2.4
"11683","T9b","T","HG",2015-01-26,7.7,12.3,1,4.2,19.8,1.826,0.037,1.8,6.9,123,1.78,0.035,1.705,0.013,0.006,7
"11684","M7","M","ND",2015-01-26,7.6,14.5,1.8,4.6,3.2,3.545,0.026,3.2,5.2,288,3.324,0.099,2.952,0.013,NA,14.3
"11685","T6b","T","GM",2015-01-27,7.6,13.5,1.5,3.8,5,4.526,0.055,2.4,8,283,4.258,0.506,3.607,0.041,0.02,4.4
"11686","T7b","T","KH",2015-01-27,7.6,12.2,3.2,7.3,4.6,7.802,0.068,5.1,8.2,822,7.41,1.202,6.186,0.036,0.016,16.7
"11687","T10b","T","NG",2015-01-27,7.7,13.3,2.5,3.9,4,2.849,0.032,2.4,6.8,218,2.548,0.238,2.131,0.015,0.007,8.2
"11688","M14","M","ND",2015-01-27,8.6,14.2,1.6,4.5,5.2,3.689,0.023,2.5,5.1,357,3.535,0.125,2.69,0.01,0,14.1
"11689","T2","T","NS",2015-01-27,7.5,13,2,2.5,5,4.757,0.044,1.5,5.1,272,4.36,0.099,3.791,0.032,0.026,3.4
"11690","M12","M","ND",2015-01-27,7.8,14.7,2.5,6.1,3.8,4.77,0.036,4.1,4.8,461,4.377,0.199,3.972,0.018,0.003,20.3
"11691","T1","T","BB",2015-01-27,7.8,13.2,1.9,5.5,2.4,1.747,0.02,4.2,4.9,181,1.635,0.042,1.532,0.014,0.009,1.4
"11692","M15","M","ND",2015-01-27,8.5,13.9,1.7,4.2,4.8,3.165,0.04,2.3,4.7,387,3.165,0.102,2.4,0.018,0.008,11
"11693","M5","M","ND",2015-01-27,7.6,15.9,1.9,4.4,1.8,2.753,0.017,3,3.9,221,2.589,0.03,2.451,0.011,0.004,4.2
"11694","M13","M","ND",2015-01-27,8,14.4,2.6,5.6,4.6,3.846,0.032,3.5,5.3,365,3.563,0.086,3.391,0.015,0.004,16.3
"11695","T5b","T","WE",2015-01-27,7.8,15.8,2,4.4,1.8,2.682,0.021,3.1,3.4,225,2.54,0.023,2.286,0.011,0.003,5.1
"11696","T8b","T","HO",2015-01-27,7.8,14.8,1.7,3.6,1.4,2.335,0.018,2.2,10.1,287,2.11,0.036,1.827,0.011,0.004,3.6
"11697","T6a","T","GM",2015-01-27,7.6,13.1,2.3,4.3,7.4,4.151,0.063,2.9,8.5,279,NA,NA,NA,NA,NA,5
"11698","M10","M","ND",2015-01-28,8,14.5,2.3,6.2,7,5.199,0.023,3.1,5,465,4.847,0.369,3.599,0.012,0.011,22.7
"11699","M9","M","ND",2015-01-28,7.9,14.1,2,5.2,2.8,3.799,0.017,NA,4,313,3.549,0.228,2.907,0.011,0.007,27
"11700","M8","M","ND",2015-01-28,8.6,13.7,1.5,5,4.8,3.93,0.015,2.5,4,424,3.87,0.175,2.842,0.014,0.013,20.5
"11701","M11","M","ND",2015-01-28,7.9,14.7,2.2,5.8,5,4.674,0.022,NA,4,435,4.522,0.323,3.335,0.015,0.01,27
"11702","T10a","T","NG",2015-01-29,8,12,2.3,3.7,2,2.946,0.029,2.3,5,190,NA,NA,NA,NA,NA,5.3
"11703","T6b","T","GM",2015-02-02,7.5,13.4,0.9,3.5,4.6,5.133,0.055,2.3,6.1,297,5.044,0.831,2.89,0.037,0.028,4.1
"11704","T10b","T","NG",2015-02-02,7.7,15.7,1.4,3.8,4.2,2.858,0.033,2.2,5.2,214,2.673,0.253,1.943,0.012,0.006,7.6
"11705","T2","T","NS",2015-02-02,7.3,14.2,0.4,2.3,5.4,4.975,0.038,1.1,1.7,302,4.827,0.072,3.582,0.028,0.013,3
"11706","T1","T","BB",2015-02-02,7.8,14.2,0.7,5.6,2.8,1.784,0.018,4,4.4,182,1.76,0.052,1.361,0.012,0.01,1.4
"11707","M5","M","ND",2015-02-02,7.5,14.2,1,3.8,2.2,2.847,0.017,2.4,3.8,227,2.774,0.06,2.561,0.008,0.004,6.6
"11708","M1","M","ND",2015-02-02,7.9,12.5,0.6,3,0.8,1.812,0.011,2.1,6,180,1.768,0.036,1.556,0.008,0.007,0.5
"11709","M2","M","ND",2015-02-02,8,15.3,0.8,4.8,3.2,2.038,0.012,3,5,192,2.014,0.024,1.601,0.011,0.006,1
"11710","M13","M","ND",2015-02-02,7.9,16.6,1.9,5.7,5.4,4.093,0.031,3.7,4.9,392,4.006,0.135,3.234,0.012,NA,22.4
"11711","T5b","T","WE",2015-02-02,7.7,14.9,2.9,5.4,3.4,2.636,0.039,3.3,3.6,215,2.517,0.062,2.299,0.01,0.006,12.6
"11712","T6a","T","GM",2015-02-02,7.5,12.8,1.2,3.7,4.8,4.354,0.062,2.2,6.2,262,NA,NA,NA,NA,NA,3.9
"11713","T11a","T","MR",2015-02-02,7.8,14,1.2,2.2,1.8,2.369,0.035,1.6,4.4,225,2.044,0.012,1.582,0.028,0.021,5.2
"11714","T7b","T","KH",2015-02-03,7.7,13.3,1.7,6.9,2,7.877,0.07,5,6.7,800,7.807,0.833,5.86,0.035,0.01,7.1
"11715","M14","M","ND",2015-02-03,7.3,14,1.6,4.3,4.2,3.323,0.027,2.4,4.8,329,3.051,0.103,2.48,0.011,0,16.5
"11716","M9","M","ND",2015-02-03,8.1,15,2.6,6.2,21.4,3.773,0.011,NA,4,320,3.633,0.034,2.696,0.01,0.009,36.4
"11717","M12","M","ND",2015-02-03,8,14.7,2.5,6.1,5.6,4.649,0.037,4.2,5.2,420,4.289,0.176,3.45,0.014,NA,27.4
"11718","T11b","T","MR",2015-02-03,7.8,14.3,2.9,4.4,4.6,2.595,0.054,2.4,5.4,293,2.37,0.212,2.077,0.015,NA,13.7
"11719","T4","T","BS",2015-02-03,7.7,15.1,0.8,3.5,2.2,3.759,0.044,2.1,7.4,275,3.551,0.39,2.933,0.029,0.025,4.9
"11720","M15","M","ND",2015-02-03,7.3,14,1.7,4,4.4,3.469,0.029,2.7,5.3,382,3.288,0.07,2.7,0.016,0.009,16.6
"11721","T3b","T","YG",2015-02-03,7.1,15.6,0.8,3.2,0.7,2.992,0.021,1.4,5.9,310,2.932,0.115,2.67,0.015,0.006,2.9
"11722","M8","M","ND",2015-02-03,8.2,15.9,1.8,5.6,4.2,3.275,0.008,2.9,4,325,3.247,0.172,2.693,0.007,0.006,27
"11723","T9b","T","HG",2015-02-03,7.9,12.9,0.9,3.3,21.4,1.867,0.031,1.6,5.9,129,1.832,0.035,1.206,0.011,NA,3.5
"11724","T8b","T","HO",2015-02-03,8,15.9,2,3.4,4.4,2.858,0.023,2,9,269,2.827,0.176,2.521,0.01,0.009,7
"11725","M7","M","ND",2015-02-03,7.8,15.1,1.3,5.1,4.2,3.258,0.024,3.4,4,273,3.105,0.045,2.748,0.01,NA,15.1
"11726","T3a","T","YG",2015-02-03,7.3,16.5,0.9,1.8,0.2,2.57,0.023,1,2.9,250,2.483,0.044,2.16,0.019,0.017,0.6
"11727","M10","M","ND",2015-02-04,8,14.7,2.8,6.6,5,4.038,0.015,3.3,4,401,3.93,0.291,3.217,0.007,0.006,44.4
"11728","T10a","T","NG",2015-02-04,7.8,12.3,1.4,4.1,5.4,5.263,0.036,2.4,6.1,232,NA,NA,NA,NA,NA,4.2
"11729","M11","M","ND",2015-02-04,7.9,13.1,2.6,6.4,3.6,4.592,0.017,NA,4,440,4.299,0.352,3.541,0.005,0.004,35.7
"11730","T7a","T","KH",2015-02-05,8.1,13.3,3.6,7.3,7.4,8.736,0.082,5.3,5.7,496,8.688,0.577,5.356,0.029,0.015,59.9
"11731","T9a","T","HG",2015-02-05,7.4,12.8,1,2.6,7.4,1.921,0.024,1.7,4.6,129,1.785,0.014,1.442,0.022,0.015,1.9
"11732","T5a","T","WE",2015-02-06,7.9,14.2,1.5,4.6,1.2,3.404,0.004,2.6,6,308,3.259,0.258,2.718,0.003,0.002,2.3
"11733","T11b","T","MR",2015-02-09,7.9,14.3,1.6,4,5,2.597,0.044,2,3.6,294,2.533,0.177,1.849,0.013,0.003,13.5
"11734","T4","T","BS",2015-02-09,7.5,16.7,1.9,3.6,2.6,4.307,0.048,2.5,1.8,305,4.095,0.592,2.664,0.03,0.019,4.9
"11735","M1","M","ND",2015-02-09,7.9,11.8,0.7,3.4,0.8,1.713,0.005,2,5,183,1.686,0.047,1.536,0.003,0.002,3
"11736","M2","M","ND",2015-02-09,8.1,14,1,4.8,2,1.917,0.01,2.4,3,195,1.847,0.099,1.594,0.008,0.007,1.2
"11737","M3","M","ND",2015-02-09,7.8,15.8,0.9,5,3.4,2.423,0.011,2.4,1,213,2.349,0.089,1.995,0.008,0.007,2.3
"11738","T9b","T","HG",2015-02-09,7.8,13.4,0.6,2.6,9.6,1.894,0.024,1.6,1.8,139,1.812,0.021,1.478,0.01,0.003,2.6
"11739","M7","M","ND",2015-02-09,7.6,14.8,2.6,5.8,5.4,3.698,0.025,4,3.3,314,3.395,0.056,2.66,0.01,NA,25.6
"11740","T6b","T","GM",2015-02-10,7.6,12.3,1.3,3.7,5.4,5.525,0.053,2.3,7.5,308,5.417,1.16,3.482,0.032,0.023,4.9
"11741","T7b","T","KH",2015-02-10,8,14.4,1.9,7.3,3,7.74,0.071,5.5,4.8,820,7.726,0.845,5.601,0.034,0.011,12.4
"11742","T10b","T","NG",2015-02-10,7.9,12.7,1.5,4.3,3,3.752,0.033,2.6,4,291,3.678,0.349,2.544,0.012,0.007,8.2
"11743","M14","M","ND",2015-02-10,7.7,14.4,1.7,5.6,6.4,3.396,0.023,2.3,5,366,3.35,0.109,2.68,0.014,0.003,16.6
"11744","T2","T","NS",2015-02-10,7.7,14.8,2,2.7,19.6,4.821,0.047,1.3,1.8,288,4.812,0.049,4.068,0.028,0.024,6.6
"11745","M9","M","ND",2015-02-10,8,16.2,2.7,6.6,5.6,3.454,0.022,2.3,4,317,3.283,0.198,2.787,0.012,0.008,30.7
"11746","M12","M","ND",2015-02-10,7.9,14.8,3.2,7,6.3,4.9,0.039,4.8,4.6,455,4.726,0.158,3.656,0.014,0.003,30.6
"11747","T1","T","BB",2015-02-10,7.8,13.6,1.2,5.4,3.2,1.82,0.017,4.1,3.8,183,1.783,0.018,1.369,0.01,0.003,1.7
"11748","M6","M","ND",2015-02-10,8,13.8,1.4,5.2,3,2.523,0.015,1.7,4,240,2.514,0.102,2.27,0.008,0.007,10.2
"11749","M15","M","ND",2015-02-10,7.6,14.5,1.7,5.4,6.2,3.215,0.027,2.3,4.2,376,3.133,0.037,2.59,0.013,0,10.7
"11750","M4","M","ND",2015-02-10,8.1,14.9,1,4.8,1.8,2.589,0.015,2,3,240,2.484,0.09,2.239,0.007,0.006,5.2
"11751","M5","M","ND",2015-02-10,7.7,13.9,0.6,4.5,3.2,2.903,0.017,2.9,4.7,230,2.846,0.024,2.346,0.007,0.005,12.5
"11752","M8","M","ND",2015-02-10,8,15.5,2.4,5.8,5.4,3.06,0.016,2.2,4,309,3.011,0.17,2.635,0.01,0.008,24.5
"11753","M13","M","ND",2015-02-10,8.2,13.1,2.1,5.7,4.8,3.884,0.029,3.8,4.6,368,3.737,0.102,2.947,0.012,NA,19.4
"11754","T5b","T","WE",2015-02-10,8.1,14.6,2.4,4.5,3.6,3.025,0.025,3.2,5.1,248,2.966,0.059,2.355,0.009,NA,8.7
"11755","T8b","T","HO",2015-02-10,7.8,15,2.3,3.8,1.8,2.994,0.028,2.5,7.8,279,2.909,0.055,2.355,0.012,0.008,4.9
"11756","T6a","T","GM",2015-02-10,7.6,12,1.6,4.7,7.8,4.432,0.072,2.8,8.3,301,NA,NA,NA,NA,NA,7.2
"11757","M10","M","ND",2015-02-11,7.4,15,3.1,6.2,6.6,4.846,0.033,2.6,5,538,4.799,0.331,4.297,0.018,0.017,41.6
"11758","M11","M","ND",2015-02-11,7.5,14.9,3.2,6.2,6.2,4.48,0.034,2.6,5,485,4.386,0.312,3.728,0.015,0.014,34.9
"11759","T10a","T","NG",2015-02-12,7.9,12.5,1.9,4.2,4,3.743,0.036,2.7,5.4,263,NA,NA,NA,NA,NA,3.6
"11760","T7b","T","KH",2015-02-16,7.7,12.9,3.3,8.3,6.6,7.422,0.089,5.7,7.6,811,7.193,0.943,5.184,0.034,0.01,34.6
"11761","T10b","T","NG",2015-02-16,7.8,13.8,2.2,4.1,4.4,4.578,0.034,2.5,5.6,287,3.63,0.382,2.508,0.013,0.003,11.2
"11762","M14","M","ND",2015-02-16,7.6,14.3,1.6,5.2,7.8,3.739,0.034,2.3,4.4,379,3.685,0.213,2.59,0.013,0.006,18.9
"11763","T2","T","NS",2015-02-16,7.7,14,1.1,2.6,3.8,4.722,0.041,1.5,4.9,288,4.663,0.097,3.993,0.03,0.025,3.4
"11764","T1","T","BB",2015-02-16,7.8,12.5,1.5,5.5,4.6,1.807,0.018,4.1,5.2,180,1.772,0.022,1.405,0.011,0.006,2.2
"11765","M15","M","ND",2015-02-16,7.6,14.3,1.7,4,6.8,3.215,0.035,2.4,4.5,400,3.197,0.081,2.36,0.012,0.005,19.5
"11766","M5","M","ND",2015-02-16,7.6,14.9,1.8,4.6,4.6,3.139,0.019,3.2,4,227,2.744,0.021,2.305,0.01,NA,13.4
"11767","M1","M","ND",2015-02-16,7.8,13.7,0.6,3.6,2,1.722,0.034,2.1,5,178,1.678,0.08,1.513,0.033,0.007,2.2
"11768","M2","M","ND",2015-02-16,8,14.9,1.2,4.8,3,2.302,0.037,2.6,6,201,2.143,0.205,1.623,0.035,0.003,2.2
"11769","M10","M","ND",2015-02-17,7.9,15.2,3.2,6,6.8,4.185,0.022,2.7,5,248,4.109,0.272,3.377,0.015,0.014,36.9
"11770","M9","M","ND",2015-02-17,7.9,14.1,3,6.2,6.8,3.247,0.015,NA,5,172,3.082,0.199,2.651,0.009,0.008,26.8
"11771","M8","M","ND",2015-02-17,8.3,15.3,2.7,5.4,4.6,3.249,0.013,2.5,5,321,3.052,0.251,2.45,0.01,0.008,20.1
"11772","M11","M","ND",2015-02-17,7.8,12.1,3.3,6,7,4.51,0.022,NA,5,487,4.21,0.259,3.557,0.014,0.013,33.8
"11773","T7b","T","KH",2015-02-23,7.7,12.1,2.9,7.7,6.6,6.649,0.069,5.2,9.8,535,6.518,0.52,4.903,0.029,0.01,20.6
"11774","T10b","T","NG",2015-02-23,7.6,14,2.9,4,3.8,3.342,0.041,2.5,8.6,246,3.084,0.282,2.136,0.017,0.004,13.2
"11775","T2","T","NS",2015-02-23,7.5,14.2,1.8,3.9,7.4,4.819,0.045,2.3,5.2,296,4.724,0.138,3.994,0.03,0.022,6.9
"11776","T1","T","BB",2015-02-23,7.9,13.1,1.9,6,4.4,2.153,0.018,4.1,5.8,212,1.745,0.039,1.285,0.011,NA,3.4
"11777","M5","M","ND",2015-02-23,8.1,14,1.6,4.5,3.2,2.78,0.025,3,4.6,222,2.67,0.089,2.161,0.011,NA,11.8
"11778","M1","M","ND",2015-02-23,7.7,13.8,0.9,3.8,1.8,2.092,0.015,1.9,6,187,1.932,0.107,1.776,0.014,0.012,8.9
"11779","M2","M","ND",2015-02-23,7.7,13.4,1.3,4.8,3.4,2.526,0.018,2.5,8,205,2.284,0.218,1.649,0.014,0.012,9.7
"11780","M14","M","ND",2015-02-24,7.7,13,1.9,4.3,6,3.74,0.041,2.5,7.6,381,3.557,0.163,2.66,0.03,0.021,16.5
"11781","M9","M","ND",2015-02-24,8.2,15.6,2.1,5.4,4.8,3.26,0.02,NA,6,315,2.965,0.182,2.471,0.011,0.01,15.5
"11782","M15","M","ND",2015-02-24,7.8,13.8,1.7,3.9,5.4,3.403,0.033,2.6,6.5,406,3.332,0.124,2.52,0.019,0.011,9.5
"11783","M8","M","ND",2015-02-24,8,15.4,2,5,5,3.235,0.018,2.2,6,308,3.214,0.204,2.345,0.012,0.01,14.3
"11784","M10","M","ND",2015-02-25,8.1,14.5,2.7,6,6.8,4.018,0.026,3.1,7,430,3.792,0.368,3.169,0.013,0.01,25.6
"11785","M11","M","ND",2015-02-25,8,14.5,2.8,6.2,5.8,4.359,0.029,NA,6,448,4.274,0.316,3.236,0.012,0.011,25.5
"11786","T8a","T","HO",2015-02-25,8.1,13.1,1.4,3.6,4,2.503,0.019,1.5,9,224,2.331,0.231,1.774,0.015,0.013,5.3
"11787","T11b","T","MR",2015-03-02,7.8,14.6,2,4.2,6,2.968,0.055,2.1,7.4,257,2.477,0.239,1.732,0.015,0.003,15.5
"11788","T4","T","BS",2015-03-02,7.8,13.8,0.7,3.6,8,3.953,0.049,2.1,7.8,215,3.874,0.453,2.076,0.031,0.018,4.3
"11789","M1","M","ND",2015-03-02,7.5,11.7,0.8,3.6,2,2.239,0.007,2,5,183,2.118,0.059,1.494,0.006,0.004,3.1
"11790","M2","M","ND",2015-03-02,7.7,12.4,1.2,4.6,4.8,2.103,0.012,2.7,7,197,2.098,0.102,1.514,0.008,0.006,2.3
"11791","T9b","T","HG",2015-03-02,7.8,12.9,0.3,2.8,9,2.064,0.024,1.5,5.7,145,2.023,0.024,1.467,0.011,0.004,4.9
"11792","M7","M","ND",2015-03-02,8,13.2,1.6,5.2,8.4,3.538,0.027,3.5,5.9,264,3.358,0.091,2.391,0.012,NA,15.6
"11793","T6b","T","GM",2015-03-03,7.7,12.9,0.9,3.5,4.4,5.818,0.051,1.8,7,287,5.704,0.892,3.259,0.036,0.005,3.9
"11794","T7b","T","KH",2015-03-03,7.8,13.8,2.8,8.1,9,6.172,0.082,5.5,7.9,643,6.051,0.477,4.653,0.029,0.005,27.7
"11795","T10b","T","NG",2015-03-03,7.7,12.1,1.7,3.8,4,3.434,0.035,2.3,7.4,210,2.748,0.192,1.908,0.014,0.003,7.9
"11796","M14","M","ND",2015-03-03,8,13.3,2,4.5,8,3.288,0.042,2.5,6,381,3.256,0.108,2.82,0.017,0.006,18.9
"11797","T2","T","NS",2015-03-03,7.7,13.3,0.3,2.4,4,4.399,0.033,1.2,6.9,252,4.373,0.015,3.988,0.025,0.015,2.9
"11798","M9","M","ND",2015-03-03,8.2,14.6,2.6,5.8,5.8,3.375,0.017,NA,5,318,3.305,0.148,2.46,0.01,0.002,15.2
"11799","M12","M","ND",2015-03-03,7.9,13.4,2.4,6.5,5.6,5.319,0.035,4.6,5.6,442,5.062,0.172,3.435,0.015,NA,22.7
"11800","T1","T","BB",2015-03-03,8.1,14.3,0.7,5.4,3,1.767,0.018,4,6.1,182,1.755,0.022,1.36,0.01,NA,2.8
"11801","M15","M","ND",2015-03-03,7.4,13,2.1,4.2,9,3.312,0.051,3.1,6.3,455,3.309,0.139,2.81,0.019,0.008,23.6
"11802","M5","M","ND",2015-03-03,7.8,14.3,1.3,4.8,5,3.114,0.024,3.3,6.3,227,2.757,0.063,2.255,0.011,NA,14.1
"11803","M8","M","ND",2015-03-03,8.1,14.2,2.1,5,5.8,3.261,0.018,2.3,6,295,3.081,0.11,2.379,0.008,0.003,20
"11804","M13","M","ND",2015-03-03,8.3,14.3,2.7,6.6,7.2,4.385,0.038,4.5,6,429,4.299,0.112,3.409,0.016,NA,21.9
"11805","T5b","T","WE",2015-03-03,7.8,13.7,1.8,6.4,6.6,3.521,0.03,3.9,6.9,300,3.451,0.065,2.447,0.013,NA,15.3
"11806","T8b","T","HO",2015-03-03,7.8,13.6,1.4,3.5,5.4,2.212,0.023,2,5.8,212,2.169,0.033,1.824,0.011,NA,10.7
"11807","T6a","T","GM",2015-03-03,7.6,12.4,1.5,3.9,4.2,3.879,0.057,2.7,7.8,279,NA,NA,NA,NA,NA,5.2
"11808","M10","M","ND",2015-03-04,8.1,14.1,3.3,7.8,18.6,4.171,0.03,3.5,6,224,4.066,0.228,3.12,0.011,0.003,26.6
"11809","T3b","T","YG",2015-03-04,8.4,13.6,0.9,3.2,2.4,2.688,0.027,1.2,8.4,212,2,0.093,2.37,0.025,0.009,2.4
"11810","T3a","T","YG",2015-03-04,8.1,13.5,0.7,2,0.3,2.674,0.021,1,9.1,194,2.558,0.042,2.24,0.02,0,0.7
"11811","M11","M","ND",2015-03-04,8.2,14.2,3.2,7.2,6,5.527,0.029,NA,6,395,4.386,0.269,3.187,0.026,0.009,27.1
"11812","T7a","T","KH",2015-03-05,8.8,12.3,5.9,9.3,15.2,7.392,0.11,8.1,7.8,481,6.912,0.237,5.027,0.038,0.015,71.9
"11813","T10a","T","NG",2015-03-05,7.7,12.6,1.3,3.9,4,4.699,0.043,1.9,6.5,217,NA,NA,NA,NA,NA,4.9
